Time, Num Carriers, CC CE, CC RE, #H C , #El C, #Ex C, #Ex D
0.000000, 0, 0, 0, 0, 0, 1, 0 
0.000000, 0, 0, 0, 0, 0, 2, 0 
0.000000, 0, 0, 0, 0, 0, 3, 0 
0.000000, 2, 0, 0, 0, 0, 3, 1 
0.000000, 2, 0, 0, 0, 0, 4, 1 
0.000000, 2, 0, 0, 0, 0, 5, 1 
0.000000, 2, 0, 0, 0, 0, 6, 1 
0.000000, 4, 0, 0, 0, 0, 6, 2 
0.000000, 4, 0, 0, 0, 0, 7, 2 
0.000000, 4, 0, 0, 0, 0, 8, 2 
0.000000, 6, 0, 0, 0, 0, 8, 3 
0.000000, 6, 0, 0, 0, 0, 9, 3 
0.000000, 6, 0, 0, 0, 0, 10, 3 
0.000000, 8, 0, 0, 0, 0, 10, 4 
0.000000, 8, 0, 0, 0, 0, 11, 4 
0.000000, 8, 0, 0, 0, 0, 12, 4 
0.000000, 10, 0, 0, 0, 0, 12, 5 
0.000000, 10, 0, 0, 0, 0, 13, 5 
0.000000, 12, 0, 0, 0, 0, 13, 6 
0.000000, 12, 0, 0, 0, 0, 14, 6 
0.000000, 12, 0, 0, 0, 0, 15, 6 
0.000000, 14, 0, 0, 0, 0, 15, 7 
0.000000, 14, 0, 0, 0, 0, 16, 7 
0.000000, 14, 0, 0, 0, 0, 17, 7 
0.000000, 16, 0, 0, 0, 0, 17, 8 
0.000000, 16, 0, 0, 0, 0, 18, 8 
0.000000, 16, 0, 0, 0, 0, 19, 8 
0.000000, 16, 0, 0, 0, 0, 20, 8 
0.000000, 16, 0, 0, 0, 0, 21, 8 
0.000000, 16, 0, 0, 0, 0, 22, 8 
0.000000, 18, 0, 0, 0, 0, 22, 9 
0.000000, 18, 0, 0, 0, 0, 23, 9 
0.000000, 20, 0, 0, 0, 0, 23, 10 
0.000000, 20, 0, 0, 0, 0, 24, 10 
0.000000, 20, 0, 0, 0, 0, 25, 10 
0.000000, 22, 0, 0, 0, 0, 25, 11 
0.000000, 22, 0, 0, 0, 0, 26, 11 
0.000000, 24, 0, 0, 0, 0, 26, 12 
0.000000, 24, 0, 0, 0, 0, 27, 12 
0.000000, 24, 0, 0, 0, 0, 28, 12 
0.000000, 26, 0, 0, 0, 0, 28, 13 
0.000000, 26, 0, 0, 0, 0, 29, 13 
0.000000, 28, 0, 0, 0, 0, 29, 14 
0.000000, 28, 0, 0, 0, 0, 30, 14 
0.000000, 28, 0, 0, 0, 0, 31, 14 
0.000000, 30, 0, 0, 0, 0, 31, 15 
0.000000, 30, 0, 0, 0, 0, 32, 15 
0.000000, 32, 0, 0, 0, 0, 32, 16 
0.000000, 32, 0, 0, 0, 0, 33, 16 
0.000000, 34, 0, 0, 0, 0, 33, 17 
0.000000, 34, 0, 0, 0, 0, 34, 17 
0.000000, 36, 0, 0, 0, 0, 34, 18 
0.000000, 36, 0, 0, 0, 0, 35, 18 
0.000000, 36, 0, 0, 0, 0, 36, 18 
0.000000, 36, 0, 0, 0, 0, 37, 18 
0.000000, 38, 0, 0, 0, 0, 37, 19 
0.000000, 38, 0, 0, 0, 0, 38, 19 
0.000000, 38, 0, 0, 0, 0, 39, 19 
0.000000, 38, 0, 0, 0, 0, 40, 19 
0.000000, 38, 0, 0, 0, 0, 41, 19 
0.000000, 38, 0, 0, 0, 0, 42, 19 
0.000000, 40, 0, 0, 0, 0, 42, 20 
0.000000, 40, 0, 0, 0, 0, 43, 20 
0.000000, 40, 0, 0, 0, 0, 44, 20 
0.000000, 40, 0, 0, 0, 0, 45, 20 
0.000000, 42, 0, 0, 0, 0, 45, 21 
0.000000, 42, 0, 0, 0, 0, 46, 21 
0.000000, 42, 0, 0, 0, 0, 47, 21 
0.000000, 42, 0, 0, 0, 0, 48, 21 
0.000000, 44, 0, 0, 0, 0, 48, 22 
0.000000, 44, 0, 0, 0, 0, 49, 22 
0.000000, 44, 0, 0, 0, 0, 50, 22 
0.000000, 44, 0, 0, 0, 0, 51, 22 
0.000000, 44, 0, 0, 0, 0, 52, 22 
0.000000, 46, 0, 0, 0, 0, 52, 23 
0.000000, 46, 0, 0, 0, 0, 53, 23 
0.000000, 46, 0, 0, 0, 0, 54, 23 
0.000000, 46, 0, 0, 0, 0, 55, 23 
0.000000, 48, 0, 0, 0, 0, 55, 24 
0.000000, 48, 0, 0, 0, 0, 56, 24 
0.000000, 50, 0, 0, 0, 0, 56, 25 
0.000000, 50, 0, 0, 0, 0, 57, 25 
0.000000, 52, 0, 0, 0, 0, 57, 26 
0.000000, 52, 0, 0, 0, 0, 58, 26 
0.000000, 54, 0, 0, 0, 0, 58, 27 
0.000000, 54, 0, 0, 0, 0, 59, 27 
0.000000, 56, 0, 0, 0, 0, 59, 28 
0.000000, 56, 0, 0, 0, 0, 60, 28 
0.000000, 58, 0, 0, 0, 0, 60, 29 
0.000000, 58, 0, 0, 0, 0, 61, 29 
0.000000, 58, 0, 0, 0, 0, 62, 29 
0.000000, 60, 0, 0, 0, 0, 62, 30 
0.000000, 60, 0, 0, 0, 0, 63, 30 
0.000000, 60, 0, 0, 0, 0, 64, 30 
0.000000, 62, 0, 0, 0, 0, 64, 31 
0.000000, 62, 0, 0, 0, 0, 65, 31 
0.000000, 62, 0, 0, 0, 0, 66, 31 
0.000000, 64, 0, 0, 0, 0, 66, 32 
0.000000, 64, 0, 0, 0, 0, 67, 32 
0.000000, 66, 0, 0, 0, 0, 67, 33 
0.000000, 66, 0, 0, 0, 0, 68, 33 
0.000000, 68, 0, 0, 0, 0, 68, 34 
0.000000, 68, 0, 0, 0, 0, 69, 34 
0.000000, 68, 0, 0, 0, 0, 70, 34 
0.000000, 68, 0, 0, 0, 0, 71, 34 
0.000000, 70, 0, 0, 0, 0, 71, 35 
0.000000, 70, 0, 0, 0, 0, 72, 35 
0.000000, 72, 0, 0, 0, 0, 72, 36 
0.000000, 72, 0, 0, 0, 0, 73, 36 
0.000000, 72, 0, 0, 0, 0, 74, 36 
0.000000, 72, 0, 0, 0, 0, 75, 36 
0.000000, 74, 0, 0, 0, 0, 75, 37 
0.000000, 74, 0, 0, 0, 0, 76, 37 
0.000000, 74, 0, 0, 0, 0, 77, 37 
0.000000, 74, 0, 0, 0, 0, 78, 37 
0.000000, 74, 0, 0, 0, 0, 79, 37 
0.000000, 76, 0, 0, 0, 0, 79, 38 
0.000000, 76, 0, 0, 0, 0, 80, 38 
0.000000, 78, 0, 0, 0, 0, 80, 39 
