Time, Num Carriers, CC CE, CC RE, #H C , #El C, #Ex C, #Ex D
0,0,0,0,0,0,1,0
0,2,0,0,0,0,1,1
0.000946,2,0,0,0,0,2,1
0.001131,4,0,0,0,0,2,2
0.688388,4,0,0,0,0,3,2
1.0951,6,0,0,0,0,3,3
1.199563,6,0,0,0,0,4,3
1.199563,8,0,0,0,0,4,4
1.702227,7,1,0,0,1,4,4
5.193696,6,2,0,1,1,4,4
5.684248,6,2,0,1,1,5,4
5.684272,8,2,0,1,1,5,5
5.687326,8,2,0,1,1,6,5
5.936599,8,2,0,1,1,7,5
5.947836,10,2,0,1,1,7,6
6.181535,10,2,0,1,1,8,6
6.181636,12,2,0,1,1,8,7
6.652999,11,3,0,1,2,8,7
7.679978,11,3,0,1,2,9,7
7.679978,13,3,0,1,2,9,8
8.504471,12,4,0,2,2,9,8
462.369228,12,4,0,2,2,10,8
462.369232,14,4,0,2,2,10,9
462.999801,14,4,0,2,2,11,9
463.017065,16,4,0,2,2,11,10
463.673412,15,5,0,2,3,11,10
464.797419,15,5,0,2,3,12,10
464.797596,17,5,0,2,3,12,11
464.890725,16,6,0,3,3,12,11
492.813745,16,6,0,3,3,13,11
492.813745,18,6,0,3,3,13,12
498.686493,18,6,0,3,3,14,12
498.686575,20,6,0,3,3,14,13
498.698915,20,6,0,3,3,15,13
498.698915,22,6,0,3,3,15,14
499.774323,21,7,0,4,3,15,14
499.997855,21,7,0,4,3,16,14
499.997855,23,7,0,4,3,16,15
500.17203,23,7,0,4,3,17,15
500.17203,25,7,0,4,3,17,16
500.297704,25,7,0,4,3,18,16
500.29799,27,7,0,4,3,18,17
500.359176,26,8,0,4,4,18,17
503.128011,25,9,0,5,4,18,17
507.407571,25,9,0,5,4,19,17
507.407571,27,9,0,5,4,19,18
512.677189,26,10,0,6,4,19,18
514.86924,26,10,0,6,4,20,18
514.86924,28,10,0,6,4,20,19
515.210662,28,10,0,6,4,21,19
515.218787,30,10,0,6,4,21,20
515.434315,30,10,0,6,4,22,20
515.434315,32,10,0,6,4,22,21
515.614049,32,10,0,6,4,23,21
515.614049,34,10,0,6,4,23,22
516.682731,34,10,0,6,4,24,22
516.682818,36,10,0,6,4,24,23
516.90341,35,11,0,6,5,24,23
518.773054,35,11,0,6,5,25,23
518.773054,37,11,0,6,5,25,24
519.428598,37,11,0,6,5,26,24
519.883636,39,11,0,6,5,26,25
520.63028,38,12,0,7,5,26,25
521.771758,38,12,0,7,5,27,25
521.771758,40,12,0,7,5,27,26
522.959234,40,12,0,7,5,28,26
522.960104,42,12,0,7,5,28,27
523.10838,42,12,0,7,5,29,27
523.10838,44,12,0,7,5,29,28
523.251092,44,12,0,7,5,30,28
523.277301,43,13,0,8,5,30,28
523.312108,45,13,0,8,5,30,29
523.407139,44,14,0,8,6,30,29
524.776314,43,15,0,9,6,30,29
532.247745,42,16,0,9,7,30,29
788.095802,42,16,0,9,7,31,29
788.095802,44,16,0,9,7,31,30
788.583024,44,16,0,9,7,32,30
788.651233,46,16,0,9,7,32,31
788.76885,46,16,0,9,7,33,31
788.76885,48,16,0,9,7,33,32
789.15353,47,17,0,9,8,33,32
804.541874,47,17,0,9,8,34,32
804.541874,49,17,0,9,8,34,33
807.378259,49,17,0,9,8,35,33
807.386067,51,17,0,9,8,35,34
808.501484,50,18,0,10,8,35,34
812.74212,50,18,0,10,8,36,34
812.74212,52,18,0,10,8,36,35
812.85025,52,18,0,10,8,37,35
812.868041,54,18,0,10,8,37,36
812.895117,54,18,0,10,8,38,36
812.895117,56,18,0,10,8,38,37
814.758579,56,18,0,10,8,39,37
814.758579,58,18,0,10,8,39,38
822.414788,57,19,0,11,8,39,38
823.168347,57,19,0,11,8,40,38
823.168347,59,19,0,11,8,40,39
834.955755,58,20,0,12,8,40,39
1035.851675,56,20,1,12,8,40,39
1374.799136,54,20,2,12,8,40,39
1535.609954,52,20,3,12,8,40,39
1541.343773,52,20,3,12,8,41,39
1541.343773,54,20,3,12,8,41,40
1542.254966,54,20,3,12,8,42,40
1542.298569,56,20,3,12,8,42,41
1542.343712,55,21,3,13,8,42,41
1542.500137,55,21,3,13,8,43,41
1542.500137,57,21,3,13,8,43,42
1542.617182,57,21,3,13,8,44,42
1542.617344,59,21,3,13,8,44,43
1581.223252,57,21,4,13,8,44,43
1668.519462,55,21,5,13,8,44,43
1714.899122,55,21,5,13,8,45,43
1714.899171,57,21,5,13,8,45,44
1715.09416,57,21,5,13,8,46,44
1715.09416,59,21,5,13,8,46,45
1716.268945,59,21,5,13,8,47,45
1716.268945,61,21,5,13,8,47,46
1717.090088,61,21,5,13,8,48,46
1717.090088,63,21,5,13,8,48,47
1734.247409,63,21,5,13,8,49,47
1734.247409,65,21,5,13,8,49,48
1735.396275,65,21,5,13,8,50,48
1735.396275,67,21,5,13,8,50,49
1744.062119,67,21,5,13,8,51,49
1744.062126,69,21,5,13,8,51,50
1744.221889,68,22,5,14,8,51,50
1751.307222,67,23,5,15,8,51,50
1785.887717,65,23,6,15,8,51,50
1850.892916,63,23,7,15,8,51,50
1938.524096,62,24,7,15,9,51,50
1976.766834,62,24,7,15,9,52,50
1976.766834,64,24,7,15,9,52,51
1979.735355,64,24,7,15,9,53,51
1979.735483,66,24,7,15,9,53,52
1982.032027,66,24,7,15,9,54,52
1982.032077,68,24,7,15,9,54,53
1982.87708,67,25,7,16,9,54,53
2296.367713,65,25,8,16,9,54,53
2553.600429,63,25,9,16,9,54,53
2553.804198,61,25,10,16,9,54,53
2616.795345,59,25,11,16,9,54,53
2624.144177,57,25,12,16,9,54,53
2757.693285,55,25,13,16,9,54,53
2975.448226,55,25,13,16,9,55,53
2975.44823,57,25,13,16,9,55,54
2975.493576,57,25,13,16,9,56,54
2975.506103,59,25,13,16,9,56,55
2975.507325,59,25,13,16,9,57,55
2975.507325,61,25,13,16,9,57,56
2975.526317,60,26,13,16,10,57,56
2975.816983,60,26,13,16,10,58,56
2975.816983,62,26,13,16,10,58,57
2976.121037,62,26,13,16,10,59,57
2976.121167,64,26,13,16,10,59,58
2976.147807,63,27,13,16,11,59,58
3115.464084,63,27,13,16,11,60,58
3115.464084,65,27,13,16,11,60,59
3115.501496,65,27,13,16,11,61,59
3115.501496,67,27,13,16,11,61,60
3117.658754,67,27,13,16,11,62,60
